,brandstof_omschrijving,cum aantal,datum
0,Benzine,1,1950-04-01
1,Benzine,2,1950-07-01
2,Benzine,8,1951-01-01
3,Benzine,10,1951-02-01
4,Benzine,18,1951-03-01
5,Benzine,24,1951-04-01
6,Benzine,30,1951-05-01
7,Benzine,40,1951-06-01
8,Benzine,49,1951-07-01
9,Benzine,54,1951-08-01
10,Benzine,58,1951-09-01
11,Benzine,62,1951-10-01
12,Benzine,69,1951-11-01
13,Benzine,71,1951-12-01
14,Benzine,76,1952-01-01
15,Benzine,83,1952-02-01
16,Benzine,96,1952-03-01
17,Benzine,102,1952-04-01
18,Benzine,112,1952-05-01
19,Diesel,1,1952-05-01
20,Benzine,120,1952-06-01
21,Benzine,133,1952-07-01
22,Benzine,140,1952-08-01
23,Diesel,3,1952-08-01
24,LPG,1,1952-08-01
25,Benzine,150,1952-09-01
26,Benzine,159,1952-10-01
27,Diesel,10,1952-10-01
28,Benzine,167,1952-11-01
29,Diesel,11,1952-11-01
30,Benzine,187,1952-12-01
31,Benzine,204,1953-01-01
32,Benzine,220,1953-02-01
33,Benzine,239,1953-03-01
34,Diesel,12,1953-03-01
35,Benzine,259,1953-04-01
36,Benzine,281,1953-05-01
37,Benzine,301,1953-06-01
38,Diesel,13,1953-06-01
39,Benzine,316,1953-07-01
40,Benzine,332,1953-08-01
41,Benzine,344,1953-09-01
42,Benzine,358,1953-10-01
43,LPG,2,1953-10-01
44,Benzine,382,1953-11-01
45,Benzine,397,1953-12-01
46,Benzine,411,1954-01-01
47,Benzine,432,1954-02-01
48,Benzine,458,1954-03-01
49,Diesel,14,1954-03-01
50,Benzine,488,1954-04-01
51,Diesel,15,1954-04-01
52,Benzine,508,1954-05-01
53,Diesel,16,1954-05-01
54,Benzine,539,1954-06-01
55,LPG,3,1954-06-01
56,Benzine,571,1954-07-01
57,Benzine,586,1954-08-01
58,Benzine,609,1954-09-01
59,Diesel,17,1954-09-01
60,Benzine,635,1954-10-01
61,Diesel,19,1954-10-01
62,Benzine,651,1954-11-01
63,Benzine,669,1954-12-01
64,Benzine,678,1955-01-01
65,Benzine,697,1955-02-01
66,Benzine,726,1955-03-01
67,LPG,5,1955-03-01
68,Benzine,763,1955-04-01
69,LPG,6,1955-04-01
70,Benzine,792,1955-05-01
71,Diesel,20,1955-05-01
72,LPG,7,1955-05-01
73,Benzine,834,1955-06-01
74,Benzine,867,1955-07-01
75,Diesel,21,1955-07-01
76,LPG,8,1955-07-01
77,Benzine,891,1955-08-01
78,Benzine,915,1955-09-01
79,LPG,9,1955-09-01
80,Benzine,938,1955-10-01
81,Diesel,22,1955-10-01
82,Benzine,959,1955-11-01
83,LPG,10,1955-11-01
84,Benzine,986,1955-12-01
85,Benzine,1022,1956-01-01
86,Benzine,1061,1956-02-01
87,Benzine,1113,1956-03-01
88,Benzine,1183,1956-04-01
89,Benzine,1257,1956-05-01
90,Diesel,24,1956-05-01
91,Benzine,1319,1956-06-01
92,LPG,11,1956-06-01
93,Benzine,1388,1956-07-01
94,Diesel,25,1956-07-01
95,LPG,12,1956-07-01
96,Benzine,1462,1956-08-01
97,Diesel,26,1956-08-01
98,Benzine,1511,1956-09-01
99,Benzine,1563,1956-10-01
100,Diesel,27,1956-10-01
101,Benzine,1621,1956-11-01
102,Benzine,1658,1956-12-01
103,Benzine,1696,1957-01-01
104,Diesel,29,1957-01-01
105,Benzine,1718,1957-02-01
106,Benzine,1756,1957-03-01
107,Diesel,30,1957-03-01
108,Benzine,1792,1957-04-01
109,Benzine,1830,1957-05-01
110,Benzine,1861,1957-06-01
111,Diesel,31,1957-06-01
112,Benzine,1883,1957-07-01
113,LPG,14,1957-07-01
114,Benzine,1916,1957-08-01
115,Diesel,32,1957-08-01
116,Benzine,1936,1957-09-01
117,LPG,16,1957-09-01
118,Benzine,1960,1957-10-01
119,LPG,17,1957-10-01
120,Benzine,1981,1957-11-01
121,Diesel,34,1957-11-01
122,Benzine,1996,1957-12-01
123,Diesel,35,1957-12-01
124,Benzine,2013,1958-01-01
125,Benzine,2034,1958-02-01
126,Benzine,2059,1958-03-01
127,Diesel,36,1958-03-01
128,Benzine,2079,1958-04-01
129,LPG,18,1958-04-01
130,Benzine,2108,1958-05-01
131,Diesel,37,1958-05-01
132,Benzine,2127,1958-06-01
133,Diesel,39,1958-06-01
134,Benzine,2156,1958-07-01
135,Benzine,2172,1958-08-01
136,Benzine,2196,1958-09-01
137,Diesel,40,1958-09-01
138,Benzine,2214,1958-10-01
139,Diesel,41,1958-10-01
140,Benzine,2234,1958-11-01
141,Diesel,42,1958-11-01
142,Benzine,2255,1958-12-01
143,Diesel,43,1958-12-01
144,Benzine,2271,1959-01-01
145,Benzine,2285,1959-02-01
146,Benzine,2306,1959-03-01
147,Diesel,44,1959-03-01
148,LPG,21,1959-03-01
149,Benzine,2335,1959-04-01
150,Diesel,45,1959-04-01
151,LPG,22,1959-04-01
152,Benzine,2388,1959-05-01
153,Benzine,2431,1959-06-01
154,Benzine,2465,1959-07-01
155,Benzine,2475,1959-08-01
156,Diesel,46,1959-08-01
157,Benzine,2498,1959-09-01
158,Diesel,47,1959-09-01
159,Benzine,2529,1959-10-01
160,Diesel,48,1959-10-01
161,LPG,23,1959-10-01
162,Benzine,2549,1959-11-01
163,Diesel,49,1959-11-01
164,LPG,25,1959-11-01
165,Benzine,2571,1959-12-01
166,LPG,27,1959-12-01
167,Benzine,2594,1960-01-01
168,Diesel,50,1960-01-01
169,Benzine,2628,1960-02-01
170,LPG,28,1960-02-01
171,Benzine,2681,1960-03-01
172,Diesel,52,1960-03-01
173,Benzine,2739,1960-04-01
174,LPG,29,1960-04-01
175,Benzine,2787,1960-05-01
176,Diesel,53,1960-05-01
177,LPG,30,1960-05-01
178,Benzine,2838,1960-06-01
179,LPG,31,1960-06-01
180,Benzine,2874,1960-07-01
181,Benzine,2905,1960-08-01
182,Elektriciteit,1,1960-08-01
183,LPG,32,1960-08-01
184,Benzine,2932,1960-09-01
185,Diesel,55,1960-09-01
186,Benzine,2965,1960-10-01
187,Diesel,56,1960-10-01
188,Benzine,2987,1960-11-01
189,Benzine,3014,1960-12-01
190,Benzine,3044,1961-01-01
191,Benzine,3086,1961-02-01
192,Benzine,3151,1961-03-01
193,Diesel,58,1961-03-01
194,LPG,34,1961-03-01
195,Benzine,3192,1961-04-01
196,Diesel,59,1961-04-01
197,Benzine,3246,1961-05-01
198,Diesel,60,1961-05-01
199,Benzine,3288,1961-06-01
200,Diesel,62,1961-06-01
201,LPG,37,1961-06-01
202,Benzine,3338,1961-07-01
203,Diesel,64,1961-07-01
204,Benzine,3374,1961-08-01
205,Diesel,65,1961-08-01
206,LPG,38,1961-08-01
207,Benzine,3424,1961-09-01
208,Diesel,66,1961-09-01
209,LPG,40,1961-09-01
210,Benzine,3465,1961-10-01
211,Diesel,68,1961-10-01
212,LPG,42,1961-10-01
213,Benzine,3505,1961-11-01
214,Diesel,69,1961-11-01
215,LPG,43,1961-11-01
216,Benzine,3535,1961-12-01
217,Benzine,3581,1962-01-01
218,Diesel,72,1962-01-01
219,Benzine,3631,1962-02-01
220,Diesel,73,1962-02-01
221,LPG,44,1962-02-01
222,Benzine,3695,1962-03-01
223,Diesel,74,1962-03-01
224,LPG,45,1962-03-01
225,Benzine,3757,1962-04-01
226,Diesel,75,1962-04-01
227,Benzine,3820,1962-05-01
228,Diesel,77,1962-05-01
229,LPG,46,1962-05-01
230,Benzine,3882,1962-06-01
231,LPG,49,1962-06-01
232,Benzine,3950,1962-07-01
233,LPG,50,1962-07-01
234,Benzine,3997,1962-08-01
235,Diesel,81,1962-08-01
236,LPG,51,1962-08-01
237,Benzine,4034,1962-09-01
238,Diesel,83,1962-09-01
239,LPG,52,1962-09-01
240,Benzine,4077,1962-10-01
241,Diesel,84,1962-10-01
242,Benzine,4129,1962-11-01
243,Diesel,87,1962-11-01
244,LPG,53,1962-11-01
245,Benzine,4153,1962-12-01
246,Diesel,88,1962-12-01
247,LPG,54,1962-12-01
248,Benzine,4186,1963-01-01
249,Benzine,4229,1963-02-01
250,LPG,55,1963-02-01
251,Benzine,4310,1963-03-01
252,Diesel,90,1963-03-01
253,LPG,57,1963-03-01
254,Benzine,4409,1963-04-01
255,LPG,59,1963-04-01
256,Benzine,4511,1963-05-01
257,Diesel,93,1963-05-01
258,LPG,60,1963-05-01
259,Benzine,4602,1963-06-01
260,Diesel,94,1963-06-01
261,LPG,65,1963-06-01
262,Benzine,4706,1963-07-01
263,Diesel,95,1963-07-01
264,LPG,67,1963-07-01
265,Benzine,4755,1963-08-01
266,Diesel,96,1963-08-01
267,Benzine,4803,1963-09-01
268,Diesel,99,1963-09-01
269,Benzine,4873,1963-10-01
270,Diesel,100,1963-10-01
271,LPG,68,1963-10-01
272,Benzine,4918,1963-11-01
273,LPG,70,1963-11-01
274,Benzine,4960,1963-12-01
275,Diesel,101,1963-12-01
276,LPG,71,1963-12-01
277,Benzine,5031,1964-01-01
278,Diesel,102,1964-01-01
279,LPG,72,1964-01-01
280,Benzine,5111,1964-02-01
281,Diesel,106,1964-02-01
282,LPG,76,1964-02-01
283,Benzine,5204,1964-03-01
284,Diesel,108,1964-03-01
285,LPG,83,1964-03-01
286,Benzine,5313,1964-04-01
287,Diesel,110,1964-04-01
288,LPG,87,1964-04-01
289,Benzine,5427,1964-05-01
290,Diesel,112,1964-05-01
291,LPG,91,1964-05-01
292,Benzine,5554,1964-06-01
293,Diesel,114,1964-06-01
294,LPG,97,1964-06-01
295,Benzine,5696,1964-07-01
296,Diesel,115,1964-07-01
297,LPG,104,1964-07-01
298,Benzine,5776,1964-08-01
299,Diesel,117,1964-08-01
300,LPG,107,1964-08-01
301,Benzine,5854,1964-09-01
302,Diesel,121,1964-09-01
303,LPG,109,1964-09-01
304,Benzine,5938,1964-10-01
305,Diesel,124,1964-10-01
306,LPG,112,1964-10-01
307,Benzine,6011,1964-11-01
308,Diesel,125,1964-11-01
309,LPG,115,1964-11-01
310,Benzine,6068,1964-12-01
311,Diesel,127,1964-12-01
312,LPG,123,1964-12-01
313,Benzine,6164,1965-01-01
314,LPG,128,1965-01-01
315,Benzine,6273,1965-02-01
316,Diesel,131,1965-02-01
317,LPG,136,1965-02-01
318,Benzine,6449,1965-03-01
319,Diesel,136,1965-03-01
320,LPG,146,1965-03-01
321,Benzine,6616,1965-04-01
322,Diesel,139,1965-04-01
323,LPG,154,1965-04-01
324,Benzine,6769,1965-05-01
325,Diesel,141,1965-05-01
326,LPG,164,1965-05-01
327,Benzine,6938,1965-06-01
328,Diesel,145,1965-06-01
329,LPG,172,1965-06-01
330,Benzine,7105,1965-07-01
331,Diesel,148,1965-07-01
332,LPG,175,1965-07-01
333,Benzine,7213,1965-08-01
334,Diesel,151,1965-08-01
335,LPG,180,1965-08-01
336,Benzine,7333,1965-09-01
337,Diesel,155,1965-09-01
338,LPG,185,1965-09-01
339,Benzine,7469,1965-10-01
340,Diesel,157,1965-10-01
341,LPG,195,1965-10-01
342,Benzine,7613,1965-11-01
343,Diesel,159,1965-11-01
344,LPG,210,1965-11-01
345,Benzine,7924,1965-12-01
346,Diesel,162,1965-12-01
347,LPG,227,1965-12-01
348,Benzine,7987,1966-01-01
349,LPG,233,1966-01-01
350,Benzine,8042,1966-02-01
351,Diesel,163,1966-02-01
352,LPG,238,1966-02-01
353,Benzine,8149,1966-03-01
354,Diesel,164,1966-03-01
355,LPG,243,1966-03-01
356,Benzine,8306,1966-04-01
357,Diesel,167,1966-04-01
358,LPG,249,1966-04-01
359,Benzine,8466,1966-05-01
360,Diesel,172,1966-05-01
361,LPG,256,1966-05-01
362,Benzine,8655,1966-06-01
363,Diesel,175,1966-06-01
364,LPG,271,1966-06-01
365,Benzine,8812,1966-07-01
366,Diesel,177,1966-07-01
367,LPG,279,1966-07-01
368,Benzine,8931,1966-08-01
369,Diesel,182,1966-08-01
370,LPG,283,1966-08-01
371,Benzine,9069,1966-09-01
372,Diesel,187,1966-09-01
373,LPG,293,1966-09-01
374,Benzine,9178,1966-10-01
375,Diesel,191,1966-10-01
376,LPG,297,1966-10-01
377,Benzine,9306,1966-11-01
378,Diesel,195,1966-11-01
379,LPG,309,1966-11-01
380,Benzine,9413,1966-12-01
381,Diesel,199,1966-12-01
382,LPG,322,1966-12-01
383,Benzine,9544,1967-01-01
384,Diesel,202,1967-01-01
385,LPG,338,1967-01-01
386,Benzine,9694,1967-02-01
387,Diesel,209,1967-02-01
388,LPG,352,1967-02-01
389,Benzine,9960,1967-03-01
390,Diesel,214,1967-03-01
391,LPG,369,1967-03-01
392,Benzine,10147,1967-04-01
393,Diesel,216,1967-04-01
394,LPG,386,1967-04-01
395,Benzine,10378,1967-05-01
396,Diesel,217,1967-05-01
397,LPG,405,1967-05-01
398,Benzine,10639,1967-06-01
399,Diesel,218,1967-06-01
400,LPG,420,1967-06-01
401,Benzine,10814,1967-07-01
402,Diesel,220,1967-07-01
403,LPG,432,1967-07-01
404,Benzine,10947,1967-08-01
405,Diesel,221,1967-08-01
406,LPG,439,1967-08-01
407,Benzine,11091,1967-09-01
408,Diesel,227,1967-09-01
409,LPG,462,1967-09-01
410,Benzine,11260,1967-10-01
411,Diesel,229,1967-10-01
412,Elektriciteit,2,1967-10-01
413,LPG,475,1967-10-01
414,Benzine,11417,1967-11-01
415,Diesel,232,1967-11-01
416,LPG,484,1967-11-01
417,Benzine,11531,1967-12-01
418,Diesel,238,1967-12-01
419,LPG,497,1967-12-01
420,Benzine,11710,1968-01-01
421,Diesel,247,1968-01-01
422,LPG,508,1968-01-01
423,Benzine,11896,1968-02-01
424,Diesel,254,1968-02-01
425,LPG,521,1968-02-01
426,Benzine,12202,1968-03-01
427,Diesel,260,1968-03-01
428,LPG,542,1968-03-01
429,Benzine,12514,1968-04-01
430,Diesel,263,1968-04-01
431,LPG,569,1968-04-01
432,Benzine,12844,1968-05-01
433,Diesel,265,1968-05-01
434,LPG,586,1968-05-01
435,Benzine,13119,1968-06-01
436,Diesel,267,1968-06-01
437,LPG,601,1968-06-01
438,Benzine,13385,1968-07-01
439,Diesel,270,1968-07-01
440,Elektriciteit,3,1968-07-01
441,LPG,612,1968-07-01
442,Benzine,13558,1968-08-01
443,Diesel,274,1968-08-01
444,LPG,616,1968-08-01
445,Benzine,13748,1968-09-01
446,Diesel,277,1968-09-01
447,LPG,628,1968-09-01
448,Benzine,14001,1968-10-01
449,Diesel,279,1968-10-01
450,Elektriciteit,4,1968-10-01
451,LPG,645,1968-10-01
452,Benzine,14211,1968-11-01
453,Diesel,286,1968-11-01
454,LPG,658,1968-11-01
455,Benzine,14400,1968-12-01
456,Diesel,291,1968-12-01
457,LPG,667,1968-12-01
458,Benzine,14636,1969-01-01
459,Diesel,297,1969-01-01
460,LPG,683,1969-01-01
461,Benzine,14814,1969-02-01
462,Diesel,301,1969-02-01
463,LPG,689,1969-02-01
464,Benzine,15156,1969-03-01
465,Diesel,308,1969-03-01
466,LPG,706,1969-03-01
467,Benzine,15570,1969-04-01
468,Diesel,312,1969-04-01
469,LPG,730,1969-04-01
470,Benzine,15948,1969-05-01
471,Diesel,316,1969-05-01
472,LPG,751,1969-05-01
473,Benzine,16308,1969-06-01
474,Diesel,321,1969-06-01
475,LPG,766,1969-06-01
476,Benzine,16609,1969-07-01
477,Diesel,326,1969-07-01
478,LPG,779,1969-07-01
479,Benzine,16843,1969-08-01
480,Diesel,331,1969-08-01
481,LPG,789,1969-08-01
482,Benzine,17050,1969-09-01
483,Diesel,334,1969-09-01
484,LPG,800,1969-09-01
485,Benzine,17313,1969-10-01
486,Diesel,336,1969-10-01
487,LPG,816,1969-10-01
488,Benzine,17511,1969-11-01
489,Diesel,338,1969-11-01
490,LPG,823,1969-11-01
491,Benzine,17644,1969-12-01
492,Diesel,342,1969-12-01
493,LPG,828,1969-12-01
494,Benzine,17875,1970-01-01
495,Diesel,347,1970-01-01
496,LPG,840,1970-01-01
497,Benzine,18093,1970-02-01
498,Diesel,351,1970-02-01
499,LPG,854,1970-02-01
500,Benzine,18386,1970-03-01
501,Diesel,359,1970-03-01
502,LPG,877,1970-03-01
503,Benzine,18777,1970-04-01
504,Diesel,362,1970-04-01
505,LPG,895,1970-04-01
506,Benzine,19156,1970-05-01
507,Diesel,365,1970-05-01
508,LPG,910,1970-05-01
509,Benzine,19554,1970-06-01
510,Diesel,371,1970-06-01
511,LPG,930,1970-06-01
512,Benzine,19907,1970-07-01
513,Diesel,379,1970-07-01
514,LPG,952,1970-07-01
515,Benzine,20176,1970-08-01
516,Diesel,383,1970-08-01
517,Elektriciteit,5,1970-08-01
518,LPG,964,1970-08-01
519,Benzine,20490,1970-09-01
520,Diesel,390,1970-09-01
521,Elektriciteit,6,1970-09-01
522,LPG,968,1970-09-01
523,Benzine,20832,1970-10-01
524,Diesel,396,1970-10-01
525,LPG,984,1970-10-01
526,Benzine,21180,1970-11-01
527,Diesel,399,1970-11-01
528,LPG,1005,1970-11-01
529,Benzine,21507,1970-12-01
530,Diesel,402,1970-12-01
531,LPG,1027,1970-12-01
532,Benzine,21797,1971-01-01
533,Diesel,414,1971-01-01
534,LPG,1041,1971-01-01
535,Benzine,22020,1971-02-01
536,Diesel,419,1971-02-01
537,LPG,1051,1971-02-01
538,Benzine,22423,1971-03-01
539,Diesel,428,1971-03-01
540,LPG,1083,1971-03-01
541,Benzine,22920,1971-04-01
542,Diesel,434,1971-04-01
543,LPG,1107,1971-04-01
544,Benzine,23363,1971-05-01
545,Diesel,443,1971-05-01
546,LPG,1134,1971-05-01
547,Benzine,23814,1971-06-01
548,Diesel,456,1971-06-01
549,Elektriciteit,7,1971-06-01
550,LPG,1156,1971-06-01
551,Benzine,24142,1971-07-01
552,Diesel,463,1971-07-01
553,LPG,1175,1971-07-01
554,Benzine,24461,1971-08-01
555,Diesel,474,1971-08-01
556,LPG,1187,1971-08-01
557,Benzine,24794,1971-09-01
558,Diesel,484,1971-09-01
559,LPG,1205,1971-09-01
560,Benzine,25150,1971-10-01
561,Diesel,492,1971-10-01
562,LPG,1232,1971-10-01
563,Benzine,25451,1971-11-01
564,Diesel,493,1971-11-01
565,LPG,1245,1971-11-01
566,Benzine,25680,1971-12-01
567,Diesel,500,1971-12-01
568,Elektriciteit,8,1971-12-01
569,LPG,1249,1971-12-01
570,Benzine,26102,1972-01-01
571,Diesel,517,1972-01-01
572,LPG,1270,1972-01-01
573,Benzine,26472,1972-02-01
574,Diesel,530,1972-02-01
575,LPG,1291,1972-02-01
576,Benzine,27042,1972-03-01
577,Diesel,541,1972-03-01
578,LPG,1323,1972-03-01
579,Benzine,27484,1972-04-01
580,Diesel,552,1972-04-01
581,LPG,1348,1972-04-01
582,Benzine,28022,1972-05-01
583,Diesel,565,1972-05-01
584,LPG,1371,1972-05-01
585,Benzine,28680,1972-06-01
586,Diesel,584,1972-06-01
587,LPG,1408,1972-06-01
588,Benzine,29131,1972-07-01
589,Diesel,606,1972-07-01
590,LPG,1429,1972-07-01
591,Benzine,29570,1972-08-01
592,Diesel,622,1972-08-01
593,LPG,1445,1972-08-01
594,Benzine,29964,1972-09-01
595,Diesel,644,1972-09-01
596,LPG,1463,1972-09-01
597,Benzine,30456,1972-10-01
598,Diesel,652,1972-10-01
599,LPG,1487,1972-10-01
600,Benzine,31118,1972-11-01
601,Diesel,666,1972-11-01
602,LPG,1513,1972-11-01
603,Benzine,31535,1972-12-01
604,Diesel,675,1972-12-01
605,LPG,1531,1972-12-01
606,Benzine,32258,1973-01-01
607,Diesel,684,1973-01-01
608,Elektriciteit,9,1973-01-01
609,LPG,1560,1973-01-01
610,Benzine,32731,1973-02-01
611,Diesel,703,1973-02-01
612,Elektriciteit,10,1973-02-01
613,LPG,1593,1973-02-01
614,Benzine,33435,1973-03-01
615,Diesel,724,1973-03-01
616,LPG,1625,1973-03-01
617,Benzine,34131,1973-04-01
618,Diesel,735,1973-04-01
619,LPG,1659,1973-04-01
620,Benzine,34863,1973-05-01
621,Diesel,745,1973-05-01
622,LPG,1702,1973-05-01
623,Benzine,35535,1973-06-01
624,Diesel,775,1973-06-01
625,LPG,1737,1973-06-01
626,Benzine,36078,1973-07-01
627,Diesel,794,1973-07-01
628,Elektriciteit,11,1973-07-01
629,LPG,1775,1973-07-01
630,Benzine,36564,1973-08-01
631,Diesel,805,1973-08-01
632,LPG,1799,1973-08-01
633,Benzine,36996,1973-09-01
634,Diesel,817,1973-09-01
635,LPG,1833,1973-09-01
636,Benzine,37648,1973-10-01
637,Diesel,829,1973-10-01
638,LPG,1865,1973-10-01
639,Benzine,38038,1973-11-01
640,Diesel,845,1973-11-01
641,Elektriciteit,12,1973-11-01
642,LPG,1885,1973-11-01
643,Benzine,38252,1973-12-01
644,Diesel,851,1973-12-01
645,LPG,1906,1973-12-01
646,Benzine,38637,1974-01-01
647,Diesel,871,1974-01-01
648,LPG,1929,1974-01-01
649,Benzine,38987,1974-02-01
650,Diesel,890,1974-02-01
651,LPG,1948,1974-02-01
652,Benzine,39544,1974-03-01
653,Diesel,912,1974-03-01
654,LPG,1977,1974-03-01
655,Benzine,40056,1974-04-01
656,Diesel,932,1974-04-01
657,LPG,2000,1974-04-01
658,Benzine,40670,1974-05-01
659,Diesel,950,1974-05-01
660,LPG,2038,1974-05-01
661,Benzine,41151,1974-06-01
662,Diesel,974,1974-06-01
663,LPG,2065,1974-06-01
664,Benzine,41565,1974-07-01
665,Diesel,996,1974-07-01
666,Elektriciteit,13,1974-07-01
667,LPG,2087,1974-07-01
668,Benzine,41959,1974-08-01
669,Diesel,1015,1974-08-01
670,LPG,2100,1974-08-01
671,Benzine,42296,1974-09-01
672,Diesel,1029,1974-09-01
673,LPG,2119,1974-09-01
674,Benzine,42684,1974-10-01
675,Diesel,1048,1974-10-01
676,LPG,2136,1974-10-01
677,Benzine,43084,1974-11-01
678,Diesel,1071,1974-11-01
679,LPG,2155,1974-11-01
680,Benzine,43370,1974-12-01
681,Diesel,1087,1974-12-01
682,LPG,2171,1974-12-01
683,Benzine,43934,1975-01-01
684,Diesel,1122,1975-01-01
685,LPG,2195,1975-01-01
686,Benzine,44335,1975-02-01
687,Diesel,1150,1975-02-01
688,Elektriciteit,14,1975-02-01
689,LPG,2213,1975-02-01
690,Benzine,44836,1975-03-01
691,Diesel,1180,1975-03-01
692,LPG,2223,1975-03-01
693,Benzine,45409,1975-04-01
694,Diesel,1197,1975-04-01
695,LPG,2251,1975-04-01
696,Benzine,45985,1975-05-01
697,Diesel,1217,1975-05-01
698,LPG,2272,1975-05-01
699,Benzine,46507,1975-06-01
700,Diesel,1246,1975-06-01
701,LPG,2304,1975-06-01
702,Benzine,46970,1975-07-01
703,Diesel,1271,1975-07-01
704,LPG,2324,1975-07-01
705,Benzine,47336,1975-08-01
706,Diesel,1291,1975-08-01
707,Elektriciteit,15,1975-08-01
708,LPG,2337,1975-08-01
709,Benzine,47694,1975-09-01
710,Diesel,1315,1975-09-01
711,LPG,2352,1975-09-01
712,Benzine,48095,1975-10-01
713,Diesel,1345,1975-10-01
714,LPG,2376,1975-10-01
715,Benzine,48417,1975-11-01
716,Diesel,1373,1975-11-01
717,LPG,2395,1975-11-01
718,Benzine,48625,1975-12-01
719,Diesel,1392,1975-12-01
720,LPG,2407,1975-12-01
721,Benzine,49136,1976-01-01
722,Diesel,1436,1976-01-01
723,LPG,2427,1976-01-01
724,Benzine,49498,1976-02-01
725,Diesel,1453,1976-02-01
726,LPG,2446,1976-02-01
727,Benzine,49899,1976-03-01
728,Diesel,1485,1976-03-01
729,LPG,2457,1976-03-01
730,Benzine,50390,1976-04-01
731,Diesel,1508,1976-04-01
732,LPG,2473,1976-04-01
733,Benzine,50784,1976-05-01
734,Diesel,1531,1976-05-01
735,LPG,2494,1976-05-01
736,Benzine,51271,1976-06-01
737,Diesel,1558,1976-06-01
738,LPG,2520,1976-06-01
739,Benzine,51635,1976-07-01
740,Diesel,1574,1976-07-01
741,LPG,2537,1976-07-01
742,Benzine,51917,1976-08-01
743,Diesel,1598,1976-08-01
744,LPG,2552,1976-08-01
745,Benzine,52332,1976-09-01
746,Diesel,1630,1976-09-01
747,LPG,2568,1976-09-01
748,Benzine,52631,1976-10-01
749,Diesel,1657,1976-10-01
750,Elektriciteit,16,1976-10-01
751,LPG,2584,1976-10-01
752,Benzine,52906,1976-11-01
753,Diesel,1688,1976-11-01
754,LPG,2599,1976-11-01
755,Benzine,53078,1976-12-01
756,Diesel,1701,1976-12-01
757,LPG,2612,1976-12-01
758,Benzine,53523,1977-01-01
759,Diesel,1749,1977-01-01
760,LPG,2637,1977-01-01
761,Benzine,53874,1977-02-01
762,Diesel,1774,1977-02-01
763,LPG,2658,1977-02-01
764,Benzine,54392,1977-03-01
765,Diesel,1811,1977-03-01
766,LPG,2682,1977-03-01
767,Benzine,54961,1977-04-01
768,Diesel,1856,1977-04-01
769,LPG,2707,1977-04-01
770,Benzine,55504,1977-05-01
771,Diesel,1894,1977-05-01
772,LPG,2733,1977-05-01
773,Benzine,56151,1977-06-01
774,Diesel,1934,1977-06-01
775,LPG,2759,1977-06-01
776,Benzine,56614,1977-07-01
777,Diesel,1950,1977-07-01
778,LPG,2782,1977-07-01
779,Benzine,57101,1977-08-01
780,Diesel,1973,1977-08-01
781,LPG,2812,1977-08-01
782,Benzine,57585,1977-09-01
783,Diesel,2008,1977-09-01
784,LPG,2827,1977-09-01
785,Benzine,58016,1977-10-01
786,Diesel,2042,1977-10-01
787,LPG,2846,1977-10-01
788,Benzine,58392,1977-11-01
789,Diesel,2091,1977-11-01
790,LPG,2868,1977-11-01
791,Benzine,58611,1977-12-01
792,Diesel,2108,1977-12-01
793,LPG,2884,1977-12-01
794,Benzine,59291,1978-01-01
795,Diesel,2156,1978-01-01
796,Elektriciteit,17,1978-01-01
797,LPG,2919,1978-01-01
798,Benzine,59767,1978-02-01
799,Diesel,2185,1978-02-01
800,LPG,2945,1978-02-01
801,Benzine,60454,1978-03-01
802,Diesel,2220,1978-03-01
803,LPG,2977,1978-03-01
804,Benzine,61070,1978-04-01
805,Diesel,2259,1978-04-01
806,LPG,3014,1978-04-01
807,Benzine,61699,1978-05-01
808,Diesel,2303,1978-05-01
809,LPG,3044,1978-05-01
810,Benzine,62484,1978-06-01
811,Diesel,2347,1978-06-01
812,LPG,3084,1978-06-01
813,Benzine,63062,1978-07-01
814,Diesel,2389,1978-07-01
815,LPG,3114,1978-07-01
816,Benzine,63594,1978-08-01
817,Diesel,2421,1978-08-01
818,Elektriciteit,18,1978-08-01
819,LPG,3132,1978-08-01
820,Benzine,64051,1978-09-01
821,Diesel,2456,1978-09-01
822,LPG,3156,1978-09-01
823,Benzine,64518,1978-10-01
824,Diesel,2505,1978-10-01
825,LPG,3180,1978-10-01
826,Benzine,64909,1978-11-01
827,Diesel,2548,1978-11-01
828,LPG,3209,1978-11-01
829,Benzine,65124,1978-12-01
830,Diesel,2571,1978-12-01
831,LPG,3227,1978-12-01
832,Benzine,65756,1979-01-01
833,Diesel,2622,1979-01-01
834,LPG,3267,1979-01-01
835,Benzine,66203,1979-02-01
836,Diesel,2660,1979-02-01
837,LPG,3297,1979-02-01
838,Benzine,67007,1979-03-01
839,Diesel,2720,1979-03-01
840,LPG,3332,1979-03-01
841,Benzine,67775,1979-04-01
842,Diesel,2770,1979-04-01
843,LPG,3373,1979-04-01
844,Benzine,68584,1979-05-01
845,Diesel,2822,1979-05-01
846,LPG,3411,1979-05-01
847,Benzine,69231,1979-06-01
848,Diesel,2873,1979-06-01
849,LPG,3448,1979-06-01
850,Benzine,69788,1979-07-01
851,Diesel,2926,1979-07-01
852,LPG,3480,1979-07-01
853,Benzine,70268,1979-08-01
854,Diesel,2972,1979-08-01
855,LPG,3497,1979-08-01
